,NCT#,phase,condition,sponsor,start_date,mesh_list,criterion,Ground_Truth
1140,NCT01348139,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,"History of severe allergy/hypersensitivity or ongoing allergy/hypersensitivity, as judged by the Investigator or history of hypersensitivity to β2-agonists in general or to AZD3199 and/or excipients",24.0
1141,NCT01743768,Phase 2,Asthma,Sterna Biologicals GmbH & Co. KG,10-Feb-15,Asthma,History or current evidence of clinically relevant allergies or idiosyncrasy to drugs,24.0
1142,NCT03108534,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"Hypersensitivity to any product used in the trial, including excipients",24.0
1143,NCT02479412,Phase 2,Asthma;Efficacy;Safety,AstraZeneca,10-Feb-15,Asthma,"Hypersensitivity to the active substance or to any of the excipients of the Run-in medication (i.e., budesonide) ",24.0
1144,NCT00785083,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,Hypersensitivity to the drug,24.0
1145,NCT02377427,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Hypersensitivity: Participants with allergy/intolerance to a monoclonal antibody or biologic.,24.0
1146,NCT03393806,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Hypersensitivity: significant allergies to humanized monoclonal antibodies or biologic or to any components of the formulation used in this study,24.0
1147,NCT02497222,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,,Individuals with known allergy or hypersensitivity to FDG will be excluded. ,24.0
1148,NCT03680976,Phase 2,Asthma,Sally E. Wenzel MD,10-Feb-15,Asthma,Intolerance or hypersensitivity to the CXA-10 or it's excipients,24.0
1149,NCT01951222,Phase 2,Asthma,Pierre Fabre Medicament,10-Feb-15,Asthma,Intolerance to one of the ingredients of the study product,24.0
1150,NCT00768079,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Known history of allergy or reaction to any component of the investigational product formulation,24.0
1151,NCT00873860,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Known history of allergy or reaction to any component of the investigational product formulation,24.0
1152,NCT00968669,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Known history of allergy or reaction to any component of the investigational product formulation,24.0
1153,NCT01238861,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Known history of allergy or reaction to any component of the investigational product formulation,24.0
1154,NCT02407262,Phase 2,Asthma,"University College, London",10-Feb-15,Asthma;Inflammation,Known history of hypersensitivity to Black seed.,24.0
1155,NCT00672529,Phase 2,Asthma,Canadian Institute of Natural and Integrative Medicine,10-Feb-15,Asthma,Known hypersensitivity to any component of the orthomolecular therapy or placebo.,24.0
1156,NCT00640016,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Known hypersensitivity to CAT-354 or its components, to the challenge agents used in the study or to related drugs. ",24.0
1157,NCT01256086,Phase 2,Asthma,MEDA Pharma GmbH & Co. KG,10-Feb-15,Asthma,"Known hypersensitivity to formoterol, lactose, or methacholine",24.0
1158,NCT00614874,Phase 2,Asthma,Creighton University,10-Feb-15,Asthma,Known hypersensitivity to rosiglitazone,24.0
1159,NCT02787967,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Known hypersensitivity to the active treatmen,24.0
1160,NCT00534625,Phase 2,Asthma,Critical Therapeutics,10-Feb-15,Asthma,Known hypersensitivity to zileuton or components of zileuton injection,24.0
1161,NCT01189396,Phase 2,Asthma;Bronchospasm;Chronic Obstructive Pulmonary Disease (COPD),"Amphastar Pharmaceuticals, Inc.",10-Feb-15,"Asthma;Lung Diseases, Obstructive;Pulmonary Disease, Chronic Obstructive;Bronchial Spasm",Known intolerance or hypersensitivity to any of the ingredients of the A006 or Proventil-HFA;,24.0
1162,NCT01174732,Phase 2,Asthma;Bronchospasm,"Amphastar Pharmaceuticals, Inc.",10-Feb-15,Asthma;Bronchial Spasm,Known intolerance or hypersensitivity to any of the ingredients of the study drug or Proventil®;,24.0
1163,NCT01255709,Phase 2,Asthma,"Amphastar Pharmaceuticals, Inc.",10-Feb-15,Asthma,Known intolerance or hypersensitivity to the study MDI ingredients;,24.0
1164,NCT04643158,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma;Respiratory Aspiration,"Known or suspected hypersensitivity including anaphylaxis/anaphylactoid reaction following any biologic therapy, or known history of drug hypersensitivity to any component of the study intervention formulation.",24.0
1165,NCT02479412,Phase 2,Asthma;Efficacy;Safety,AstraZeneca,10-Feb-15,Asthma,"Known or suspected hypersensitivity to the IMPs or excipients, including lactose",24.0
1166,NCT01074853,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma,Known or suspected sensitivity to the IMP (Investigational Medicinal Product)(s).,24.0
1167,NCT02918019,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,Known sensitivity to any of the active substances or their excipients to be administered during dosing,24.0
1168,NCT01584492,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Known sensitivity to the components of study medication.,24.0
1169,NCT02148796,Phase 2,Asthma;Wheezing,University of Arizona,10-Feb-15,Respiratory Sounds,Participant has known sensitivity to any of the study products and any of the ingredients to be administered.,24.0
1170,NCT00927758,Phase 2,Asthma,Sandoz,10-Feb-15,,past or present history of experiencing allergic reaction to medications used in this study,24.0
1171,NCT02227394,Phase 2,Asthma;Asthma Chronic;Asthma Bronchial;Asthmatic,Zambon SpA,10-Feb-15,Asthma,"Patient with allergy, sensitivity or intolerance to study drugs and/ or study drug formulation ingredients",24.0
1172,NCT01007721,Phase 2,"Rhinitis, Allergic, Seasonal;Asthma",Boehringer Ingelheim,10-Feb-15,"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",Patients with known hypersensitivity to any component of the investigational treatment (see section,24.0
1173,NCT00961155,Phase 2,Asthma,Medical University of Lodz,10-Feb-15,Asthma;Inflammation,sensitization to allergens other than house dust mites,24.0
1174,NCT01087710,Phase 2,Asthma,Abbott Nutrition,10-Feb-15,Asthma,Subject has known hypersensitivity to any of the ingredients,24.0
1175,NCT03207243,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subjects with allergy or intolerance to a monoclonal antibody or biologic or to any components of the formulation used in this study.,24.0
1176,NCT01393340,Phase 2,Nasal Polyposis;Asthma,"University Hospital, Ghent",10-Feb-15,Colorectal Neoplasms;Nasopharyngeal Neoplasms;Asthma;Nasal Polyps,Subjects with history of systemic reactions to the study medication.,24.0
1177,NCT04617171,Phase 2,Asthma Attack;Asthma,Singapore General Hospital,10-Feb-15,Asthma,Subjects with known history of allergy or reaction to any component of the investigational product formation,24.0
1178,NCT00896428,Phase 2,Asthma,"University Hospital, Bordeaux",10-Feb-15,Asthma,Pregnancy,25.0
1179,NCT00961155,Phase 2,Asthma,Medical University of Lodz,10-Feb-15,Asthma;Inflammation,pregnancy,25.0
1180,NCT02687815,Phase 2,Asthma,"Juan Celedon, MD",10-Feb-15,Asthma,Pregnancy,25.0
1181,NCT00930163,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pregnancy ,25.0
1182,NCT00971035,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pregnancy ,25.0
1183,NCT01317563,Phase 2,Asthma,Nemours Children's Clinic,10-Feb-15,Asthma,"pregnancy,",25.0
1184,NCT01443728,Phase 2,Sickle Cell Disease;Vitamin D Deficiency;Acute Chest Syndrome;Asthma;Respiratory Infections,"Gary M Brittenham, MD",10-Feb-15,"Respiratory Tract Infections;Acute Chest Syndrome;Anemia, Sickle Cell;Vitamin D Deficiency",Pregnancy ,25.0
1185,NCT02501824,Phase 2,Asthma,University of Bern,10-Feb-15,Asthma,Pregnancy ,25.0
1186,NCT01058863,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Pregnant,25.0
1187,NCT01400906,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,pregnant females at screening or prior to dosing,25.0
1188,NCT02407262,Phase 2,Asthma,"University College, London",10-Feb-15,Asthma;Inflammation,Pregnant women,25.0
1189,NCT00456677,Phase 2,Asthma,State University of New York - Downstate Medical Center,10-Feb-15,Asthma,Pregnant women ,25.0
1190,NCT00536042,Phase 2,Asthma,State University of New York - Downstate Medical Center,10-Feb-15,Asthma,Pregnant women ,25.0
1191,NCT04098718,Phase 2,Asthma;COPD,University of Oxford,10-Feb-15,,A current (or within 5 years) history of solid organ or haematological malignancy.,26.0
1192,NCT01366521,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A current malignancy or previous history of cancer in remission for less than five years prior screening (except for localized carcinoma of the skin that has been resected for cure).,26.0
1193,NCT00452400,Phase 2,"Pulmonary Disease, Chronic Obstructive;Asthma",Boehringer Ingelheim,10-Feb-15,"Pulmonary Disease, Chronic Obstructive","a malignancy for which patient has undergone resection, radiation therapy or chemotherapy within last five years (patients with treated basal cell carcinoma are allowed)",26.0
1194,NCT00556673,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,Active cancer or a history of cancer with less than 5 years disease free survival time,26.0
1195,NCT04092582,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,"Active malignancy or history of malignancy within 5 years of screening, except for appropriately treated non-melanoma skin carcinoma, cervical carcinoma in situ, breast ductal carcinoma in situ, or Stage I uterine cancer",26.0
1196,NCT01501942,Phase 2,Asthma,AIM Therapeutics Inc.,10-Feb-15,Asthma,Any evidence of malignancy [active and/or treated] within the previous five years or malignancy that is likely to recur during the period of the study,26.0
1197,NCT02087644,Phase 2,Asthma,Cytos Biotechnology AG,10-Feb-15,Asthma,Any malignancy within the previous 5 years,26.0
1198,NCT01349257,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Any patient with active cancer or a history of cancer with less than 5 years disease free survival time (whether or not there is evidence of local recurrence or metastases). Localized basal cell carcinoma (without metastases) of the skin is acceptable. ,26.0
1199,NCT01624974,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,cancer (except for successfully treated basal and squamous cell carcinomas of the skin) or history of cancer within 5 years prior to Screening Visit;,26.0
1200,NCT03364608,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Cancer not in complete remission for at least 5 years,26.0
1201,NCT03371459,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Cancer not in complete remission for at least 5 years,26.0
1202,NCT03680976,Phase 2,Asthma,Sally E. Wenzel MD,10-Feb-15,Asthma,Cervical carcinoma in situ or other malignancies curatively treated and with no evidence of disease for at least 5 years,26.0
1203,NCT01656395,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,"current cancer or history (within past ≤5 years) of cancer (except for successfully treated basal and squamous cell carcinomas of the skin); if cancer-free for >5 years, study participation may be allowed",26.0
1204,NCT01479621,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Current malignancy excluding basal cell carcinoma; History of malignancy is acceptable only if the subject has been in remission for one year prior to the Screening Visit. (Remission is defined as no current evidence of malignancy and no treatment for the malignancy in the 12 months prior to the Screening Visit),26.0
1205,NCT01576718,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Current malignancy excluding basal cell carcinoma; History of malignancy is acceptable only if the subject has been in remission for one year prior to the Screening Visit. (Remission is defined as no current evidence of malignancy and no treatment for the malignancy in the 12 months prior to the Screening Visit),26.0
1206,NCT01304628,Phase 2,Asthma,Palatin Technologies,10-Feb-15,Asthma,current or history of any cancer (except non-melanomatous skin cancer) diagnosed less than 5 years prior to screening,26.0
1207,NCT00278083,Phase 2,Asthma,Imperial College London,10-Feb-15,Asthma,Currently have any known malignancy or have a history of malignancy within the previous 5 years,26.0
1208,NCT01196039,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,Evidence of an active or suspected cancer or history of treatment for cancer,26.0
1209,NCT03292588,Phase 2,Asthma,National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,Asthma,Has a current malignancy or previous history of cancer in remission for less than 12 months prior to randomization;,26.0
1210,NCT01765192,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Has any diagnosis of a malignant disease (other than basal or squamous cell carcinoma) within 5 years prior to Screening Visit 1,26.0
1211,NCT03680976,Phase 2,Asthma,Sally E. Wenzel MD,10-Feb-15,Asthma,"History of any primary malignancy, including a history of melanoma or suspicious undiagnosed skin lesions, with the exception of basal cell or squamous cell carcinomas of the skin",26.0
1212,NCT00783289,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"History of cancer, apart from basal cell carcinoma or in situ carcinoma of the cervix treated with apparent success with curative therapy >= 1 year prior to randomization into the study",26.0
1213,NCT00968669,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"History of cancer, apart from basal cell carcinoma or in situ carcinoma of the cervix treated with apparent success with curative therapy ≥ 1 year before Day 1 or other malignancies treated with apparent success with curative therapy ≥ 5 years before screening",26.0
1214,NCT00873860,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"History of cancer, apart from basal cell carcinoma or in situ carcinoma of the cervix treated with apparent success with curative therapy less than or equal to (<=)1 year prior to Study Day 1 or other malignancies treated with apparent success with curative therapy <=5 years prior to entry",26.0
1215,NCT01238861,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"History of cancer, except for basal cell carcinoma or in situ carcinoma of the cervix treated with apparent success with curative therapy >=12 months prior to screening or other malignancies treated with apparent success with curative therapy >=5 years prior to screening",26.0
1216,NCT02054130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"History of Cancer, except for basal cell carcinoma or insitu carcinoma of the cervix treated with apparent success with curative therapy or other malignancies are eligible provided that curative therapy was completed -Known history of active tuberculosis (TB)",26.0
